age,agechild,citistat,female,married,ownchild,wbhaom,gradeatn,cow1,ftptstat,statefips,hoursut,faminc,mind16,mocc10
58,Own children 3-5 and 6-13 years of age (none 0-2 or 14-17),"Native, born in US",Female,Not married,13,White,Associate degree-occupational/vocational,"Private, nonprofit","PT hrs, usually PT for non-economic reasons",MT,159,"$12,500 - $14,999","Agriculture, mining, forestry and fisheries",Services
44,All own children 0-2 years of age,"Foreign born, naturalized US citizen",Female,Married,13,White,10th grade,"Self-employed, incorporated","PT hrs, usually PT for economic reasons",WI,120,"$30,000 - $34,999","Medical, except hospital",Sales
52,All own children 14-17 years of age,"Native, born in US",Male,Married,13,Multiple races,Professional school,"Self-employed, unincorporated",Unemployed FT,MT,113,"$30,000 - $34,999",Hospital,Agriculture
21,All own children 0-2 years of age,"Native, born in Puerto Rico or other US island areas",Male,Married,2,White,10th grade,Government - Federal,"PT for economic reasons, usually FT",AZ,113,"$15,000 - $19,999","Medical, except hospital",Agriculture
75,All own children 6-13 years of age,"Foreign born, not a US citizen",Male,Married,11,Asian,Some college but no degree,Government - Local,"PT for economic reasons, usually FT",SD,1,"$100,000 - $149,999",Construction,Office and admin
28,All own children 3-5 years of age,"Native, born abroad with American parent(s)",Male,Not married,3,Asian,"HS graduate, GED","Private, for profit","FT hours, usually PT for non-economic",CO,77,"Less than $5,000","Manufacturing, durable goods",Services
64,All own children 14-17 years of age,"Native, born abroad with American parent(s)",Female,Married,0,Hispanic,Less than 1st grade,Government - State,"FT hours, usually PT for economic reasons",IN,106,"Less than $5,000",Retail trade,Sales
32,Own children from all age groups,"Native, born in US",Female,Not married,8,Native American,Associate degree-academic program,Government - Federal,"FT hours, usually PT for non-economic",AR,77,"$25,000 - $29,999",Communications and utilities,Technicians
71,"Own children 3-5, 6-13, and 14-17 years of age (none 0-2)","Native, born in US",Female,Not married,10,White,Associate degree-academic program,"Self-employed, incorporated","PT for economic reasons, usually FT",ME,105,"$50,000 - $74,999",Public administration,Sales
55,All own children 14-17 years of age,"Native, born in US",Female,Not married,11,Native American,1st-4th grade,Government - Federal,Unemployed PT,WY,82,"$40,000 - $49,999",Communications and utilities,"Precision production, craft and repair"
35,"Own children 0-2, 3-5, and 6-13 years of age (none 14-17)","Foreign born, naturalized US citizen",Female,Not married,4,Native American,Bachelor's degree,"Private, for profit","FT hours, usually PT for economic reasons",NE,137,"$150,000+","Medical, except hospital",Services
26,Own children 0-2 and 3-5 years of age (none 6-17),"Foreign born, naturalized US citizen",Female,Married,0,Native American,Associate degree-occupational/vocational,"Private, for profit","FT hours (35+), usually FT",MT,128,"$7,500 - $9,999",Educational,Personal care and personal services
19,All own children 0-2 years of age,"Native, born in US",Male,Married,4,Black,Associate degree-academic program,Government - Federal,"PT for economic reasons, usually FT",AZ,186,"$40,000 - $49,999",Educational,Managers and professionals
22,All own children 6-13 years of age,"Native, born in US",Male,Married,3,Multiple races,Bachelor's degree,"Self-employed, incorporated","PT for non-economic reasons, usually FT",MA,167,"$12,500 - $14,999","Personal services, including private household",Sales
25,All own children 3-5 years of age,"Native, born abroad with American parent(s)",Female,Married,9,Asian,9th grade,"Self-employed, incorporated","PT hrs, usually PT for non-economic reasons",TX,143,"$35,000 - $39,999",Retail trade,Services
51,Own children 0-2 and 14-17 years of age (none 3-13),"Native, born in US",Male,Not married,2,White,Some college but no degree,"Self-employed, unincorporated","Not at work, usually part-time",MI,157,"Less than $5,000",Hospital,Office and admin
32,"Own children 0-2, 6-13, and 14-17 years of age (none 3-5)","Native, born abroad with American parent(s)",Female,Married,8,Black,Master's degree,"Private, for profit","PT for economic reasons, usually FT",PA,47,"$50,000 - $74,999",Retail trade,Managers and professionals
73,"Own children 0-2, 6-13, and 14-17 years of age (none 3-5)","Foreign born, naturalized US citizen",Male,Married,1,Black,Master's degree,"Private, for profit","PT for economic reasons, usually FT",AK,152,"$7,500 - $9,999",Construction,Sales
54,Own children 0-2 and 14-17 years of age (none 3-13),"Foreign born, naturalized US citizen",Male,Married,10,White,Doctorate,"Private, for profit","Not at work, usually part-time",MA,181,"$100,000 - $149,999",Construction,Managers and professionals
59,Own children 3-5 and 14-17 years of age (none 0-2 or 6-13),"Native, born in US",Female,Not married,5,White,Some college but no degree,"Private, nonprofit","PT hrs, usually PT for non-economic reasons",CO,92,"Less than $5,000",Educational,Services
22,Own children 0-2 and 14-17 years of age (none 3-13),"Native, born in US",Female,Not married,13,White,10th grade,"Private, nonprofit","PT hrs, usually PT for non-economic reasons",NC,136,"$50,000 - $74,999","Medical, except hospital",Services
53,Own children 3-5 and 14-17 years of age (none 0-2 or 6-13),"Foreign born, naturalized US citizen",Male,Not married,0,White,Doctorate,Government - State,"PT hrs, usually PT for economic reasons",WV,87,"Less than $5,000","Manufacturing, durable goods","Precision production, craft and repair"
69,Own children 0-2 and 14-17 years of age (none 3-13),"Foreign born, naturalized US citizen",Female,Married,13,Black,Professional school,Government - Local,"PT for non-economic reasons, usually FT",NH,50,"$75,000 - $99,999",Retail trade,Personal care and personal services
68,"Own children 0-2, 3-5, and 14-17 years of age (none 6-13)","Native, born in US",Male,Married,5,Hispanic,Professional school,Government - Local,"FT hours, usually PT for economic reasons",KS,114,"$15,000 - $19,999","Personal services, including private household",Services
36,Own children 0-2 and 14-17 years of age (none 3-13),"Foreign born, naturalized US citizen",Female,Married,3,White,10th grade,"Self-employed, incorporated",Unemployed PT,VA,81,"$12,500 - $14,999","Personal services, including private household",Technicians
19,All own children 3-5 years of age,"Foreign born, naturalized US citizen",Female,Married,1,White,Less than 1st grade,Government - Federal,"FT hours, usually PT for non-economic",ND,190,"$7,500 - $9,999",Transportation,"Precision production, craft and repair"
67,Own children 0-2 and 3-5 years of age (none 6-17),"Native, born in Puerto Rico or other US island areas",Female,Not married,11,White,Less than 1st grade,Government - State,"FT hours, usually PT for non-economic",SD,122,"$30,000 - $34,999",Transportation,Technicians
36,"Own children 3-5, 6-13, and 14-17 years of age (none 0-2)","Native, born in Puerto Rico or other US island areas",Female,Not married,6,Hispanic,12th grade-no diploma,"Self-employed, unincorporated",Not in labor force,NV,50,"$12,500 - $14,999","Finance, insurance and real estate. Business, auto, repair, and other professional services.",Personal care and personal services
38,Own children 6-13 and 14-17 years of age (none 0-5),"Foreign born, not a US citizen",Female,Not married,6,Native American,Doctorate,"Self-employed, incorporated","PT hrs, usually PT for economic reasons",NY,46,"$15,000 - $19,999",Wholesale trade,Office and admin
69,Own children 0-2 and 14-17 years of age (none 3-13),"Foreign born, naturalized US citizen",Male,Married,5,Multiple races,Less than 1st grade,Without pay,"PT for economic reasons, usually FT",OR,152,"$7,500 - $9,999",Public administration,"Precision production, craft and repair"
21,Own children 3-5 and 14-17 years of age (none 0-2 or 6-13),"Foreign born, not a US citizen",Male,Married,10,Native American,Doctorate,"Private, nonprofit","PT hrs, usually PT for economic reasons",HI,121,"$5,000 - $7,499","Agriculture, mining, forestry and fisheries",Agriculture
34,All own children 3-5 years of age,"Foreign born, not a US citizen",Female,Married,2,Asian,Doctorate,Without pay,"PT for economic reasons, usually FT",NE,161,"$5,000 - $7,499","Agriculture, mining, forestry and fisheries",Office and admin
61,All own children 0-2 years of age,"Native, born in Puerto Rico or other US island areas",Female,Married,3,White,Professional school,"Self-employed, incorporated","PT for non-economic reasons, usually FT",DC,190,"$30,000 - $34,999",Construction,Agriculture
22,Own children 3-5 and 6-13 years of age (none 0-2 or 14-17),"Native, born in US",Male,Not married,1,Multiple races,Associate degree-academic program,"Private, for profit","PT for non-economic reasons, usually FT",MI,172,"$30,000 - $34,999",Hospital,Office and admin
77,Own children 0-2 and 14-17 years of age (none 3-13),"Foreign born, naturalized US citizen",Male,Married,5,White,Associate degree-academic program,"Private, nonprofit","PT for economic reasons, usually FT",TN,147,"$35,000 - $39,999",Wholesale trade,Sales
41,"Own children 0-2, 3-5, and 6-13 years of age (none 14-17)","Native, born in Puerto Rico or other US island areas",Female,Not married,2,Black,11th grade,Without pay,Unemployed FT,AR,115,"$100,000 - $149,999",Educational,Office and admin
26,All own children 0-2 years of age,"Foreign born, naturalized US citizen",Male,Married,7,Native American,11th grade,"Private, nonprofit","Not at work, usually part-time",MT,70,"$15,000 - $19,999",Construction,Office and admin
45,No own children under 18 years of age,"Foreign born, naturalized US citizen",Male,Married,6,Asian,7th-8th grade,"Self-employed, incorporated","Not at work, usually part-time",LA,20,"$150,000+",Public administration,Personal care and personal services
69,Own children 0-2 and 3-5 years of age (none 6-17),"Native, born in US",Male,Married,10,Multiple races,Master's degree,"Private, for profit","FT hours (35+), usually FT",FL,176,"$25,000 - $29,999","Finance, insurance and real estate. Business, auto, repair, and other professional services.",Managers and professionals
34,Own children 6-13 and 14-17 years of age (none 0-5),"Native, born in US",Female,Not married,11,Native American,Professional school,Without pay,"Not at work, usually part-time",OK,21,"$35,000 - $39,999",Hospital,"Precision production, craft and repair"
34,Own children 6-13 and 14-17 years of age (none 0-5),"Native, born abroad with American parent(s)",Male,Married,9,Black,7th-8th grade,Government - Local,"PT for non-economic reasons, usually FT",ID,99,"$35,000 - $39,999",Social Services,Sales
20,"Own children 0-2, 3-5, and 14-17 years of age (none 6-13)","Foreign born, not a US citizen",Male,Married,10,White,9th grade,"Self-employed, unincorporated",Unemployed FT,WA,106,"$30,000 - $34,999",Construction,Protective service
59,No own children under 18 years of age,"Foreign born, not a US citizen",Male,Married,1,Multiple races,7th-8th grade,Government - Local,Unemployed FT,MD,71,"$150,000+",Construction,"Precision production, craft and repair"
30,Own children 6-13 and 14-17 years of age (none 0-5),"Foreign born, not a US citizen",Female,Not married,10,Hispanic,12th grade-no diploma,"Private, nonprofit","PT for non-economic reasons, usually FT",NJ,121,"$100,000 - $149,999",Construction,Office and admin
34,Own children 0-2 and 14-17 years of age (none 3-13),"Native, born in US",Female,Married,2,Black,Associate degree-occupational/vocational,Government - Local,"FT hours (35+), usually FT",ND,190,"$150,000+",Communications and utilities,Managers and professionals
54,Own children 3-5 and 6-13 years of age (none 0-2 or 14-17),"Native, born abroad with American parent(s)",Male,Married,11,Hispanic,9th grade,Without pay,Not in labor force,SD,171,"$5,000 - $7,499","Finance, insurance and real estate. Business, auto, repair, and other professional services.",Services
47,Own children 0-2 and 14-17 years of age (none 3-13),"Native, born in US",Male,Married,1,Black,5th-6th grade,"Self-employed, unincorporated","FT hours (35+), usually FT",DC,129,"$35,000 - $39,999","Medical, except hospital",Managers and professionals
19,No own children under 18 years of age,"Foreign born, naturalized US citizen",Male,Married,1,Asian,7th-8th grade,"Private, for profit","PT for economic reasons, usually FT",FL,121,"$20,000 - $24,999",Construction,Managers and professionals
